name,N,rMax_kpc,amp,newtonAmp,rms_fw,rel_rms_fw,sigma_rms_fw,chi2nu_fw,max_sigma_fw,frac_fw_within_1sigma,frac_fw_within_2sigma,frac_fw_within_3sigma,rms_mond,rel_rms_mond,sigma_rms_mond,chi2nu_mond,max_sigma_mond,frac_mond_within_1sigma,frac_mond_within_2sigma,frac_mond_within_3sigma,rms_newton,rel_rms_newton,sigma_rms_newton,chi2nu_newton,max_sigma_newton,delta_sigma_mond_minus_fw,winner_by_sigma,r4,r5,edge_width_pct,outer_extension_pct,edge_bounded_1pct,edge_bounded_5pct,edge_bounded_10pct,has_mond_components,has_bulge_component,remap_on,remap_delta,remap_rc,n_remapped,max_remap_kpc,mond_disk_ml,mond_bulge_ml,mond_g_dagger_m_s2
MilkyWay,21,28.000,1267,273.200,1.463,0.00662,0.308,0.095,0.588,1.00000,1.00000,1.00000,,,,,,,,,50.126,0.24656,6.098,39.047,8.616,,framework,0.992,1.000,0.800,0.000,1,1,1,0,1,0,0.021,0.100,0,0.000,0.500,0.700,0.000
M31,42,120.000,1116,400,12.055,0.05882,0.696,0.484,2.493,0.90476,0.95238,1.00000,,,,,,,,,87.874,0.46165,3.004,9.244,6.776,,framework,0.994,1.000,0.600,0.000,1,1,1,0,1,1,0.023,0.100,16,2.660,0.500,0.700,0.000
CamB,9,1.790,100,13.589,0.568,0.08314,0.379,0.143,0.757,1.00000,1.00000,1.00000,15.602,2.04810,10.402,108.193,12.062,0.00000,0.00000,0.00000,2.716,0.58027,1.811,3.689,3.542,10.023,framework,0.948,1.000,5.200,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
D512-2,4,3.830,207.025,33.132,0.726,0.02736,0.225,0.050,0.407,1.00000,1.00000,1.00000,6.543,0.19679,1.632,2.664,1.954,0.00000,1.00000,1.00000,1.580,0.04656,0.456,0.278,0.763,1.408,framework,0.990,1.000,1.000,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
D564-8,6,3.070,220.852,23.400,0.071,0.00313,0.037,0.001,0.066,1.00000,1.00000,1.00000,7.158,0.49380,4.278,18.299,5.658,0.00000,0.00000,0.00000,1.893,0.13654,1.063,1.356,1.607,4.240,framework,0.940,1.000,6.000,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
D631-7,16,7.190,103.691,32.154,0.659,0.01276,0.189,0.036,0.523,1.00000,1.00000,1.00000,10.481,0.55178,5.482,30.051,8.984,0.37500,0.37500,0.43750,3.869,0.28516,1.905,3.871,5.588,5.293,framework,0.998,1.008,1.000,0.800,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
DDO064,14,2.980,104.700,28.623,0.758,0.02423,0.140,0.020,0.257,1.00000,1.00000,1.00000,3.521,0.16067,0.632,0.399,1.169,0.92857,1.00000,1.00000,4.771,0.28969,1.022,1.125,1.658,0.492,framework,0.996,1.006,1.000,0.586,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
DDO154,12,5.920,101.879,30.245,0.636,0.01582,1.399,1.958,2.407,0.50000,0.83333,1.00000,4.433,0.20372,9.439,89.091,15.767,0.00000,0.00000,0.00000,2.165,0.11317,4.518,22.264,8.573,8.040,framework,0.950,1.016,6.598,1.635,0,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
DDO161,31,13.370,565.476,68.465,2.029,0.04740,1.671,2.794,7.075,0.74194,0.87097,0.93548,18.512,0.43559,12.231,149.598,24.243,0.00000,0.03226,0.09677,1.920,0.08373,0.995,1.024,2.543,10.560,newtonian,0.990,1.000,1.000,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
DDO168,10,4.120,104.919,31.752,0.693,0.01692,0.444,0.197,0.883,1.00000,1.00000,1.00000,7.823,0.30584,5.483,30.059,10.028,0.20000,0.40000,0.60000,4.079,0.16668,2.636,7.720,4.325,5.038,framework,0.978,0.988,1.051,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
DDO170,8,12.330,102.058,35.700,1.022,0.01662,0.982,0.965,2.565,0.87500,0.87500,1.00000,14.336,0.27141,12.346,152.423,16.271,0.00000,0.00000,0.00000,2.549,0.06854,1.905,4.147,3.604,11.364,framework,0.990,1.000,1.000,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
ESO079-G014,15,16.670,104.732,66.630,2.194,0.03995,0.352,0.124,0.894,1.00000,1.00000,1.00000,11.591,0.11931,2.827,7.992,4.623,0.20000,0.40000,0.46667,12.117,0.20554,2.086,4.663,4.642,2.475,framework,0.990,1.000,1.000,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
ESO116-G012,15,9.860,104.140,51.859,2.109,0.02947,0.672,0.452,1.301,0.86667,1.00000,1.00000,9.243,0.09180,3.589,12.884,6.971,0.20000,0.26667,0.66667,5.352,0.14973,1.608,2.769,3.145,2.917,framework,0.984,1.000,1.643,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
ESO444-G084,7,4.440,104.026,37.039,0.441,0.01160,0.171,0.029,0.296,1.00000,1.00000,1.00000,10.544,0.18726,5.271,27.787,11.345,0.00000,0.42857,0.57143,2.383,0.09970,1.100,1.411,2.546,5.100,framework,0.940,0.964,2.446,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
ESO563-G021,30,42.410,320.071,170.617,10.584,0.11520,1.441,2.076,5.409,0.63333,0.90000,0.96667,45.771,0.42705,7.317,53.539,22.210,0.03333,0.03333,0.20000,34.897,0.35225,5.411,30.294,13.975,5.876,framework,0.990,1.000,1.000,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
F561-1,6,9.660,102.442,31.116,0.909,0.02073,0.178,0.032,0.290,1.00000,1.00000,1.00000,32.442,0.72774,6.340,40.197,9.621,0.00000,0.16667,0.16667,2.451,0.07955,0.410,0.202,0.695,6.163,framework,0.990,1.000,1.000,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
F563-1,17,20.100,104.728,52.887,2.323,0.04931,0.234,0.055,0.540,1.00000,1.00000,1.00000,18.480,0.22789,1.667,2.778,4.038,0.35294,0.82353,0.94118,8.338,0.21969,0.897,0.856,2.527,1.433,framework,0.950,1.029,7.820,2.859,0,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
F563-V1,6,7.870,104.009,22.393,0.437,0.01591,0.087,0.008,0.157,1.00000,1.00000,1.00000,29.312,1.14621,5.862,34.368,8.391,0.00000,0.00000,0.16667,2.379,0.13325,0.476,0.272,0.692,5.775,framework,0.991,1.034,4.300,3.400,0,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
F563-V2,10,10.470,104.148,52.888,1.278,0.02450,0.085,0.007,0.155,1.00000,1.00000,1.00000,23.510,0.25373,2.080,4.328,4.632,0.40000,0.50000,0.90000,9.308,0.45399,1.044,1.212,2.047,1.996,framework,0.990,1.000,1.000,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
F565-V2,7,8.800,102.492,40.218,1.148,0.01430,0.190,0.036,0.483,1.00000,1.00000,1.00000,6.942,0.13197,1.046,1.094,1.561,0.42857,1.00000,1.00000,6.796,0.26637,0.717,0.599,1.427,0.856,framework,0.985,1.007,2.265,0.749,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
F567-2,5,9.590,102.141,32.724,0.792,0.01560,0.087,0.008,0.167,1.00000,1.00000,1.00000,19.372,0.41390,2.376,5.644,3.125,0.20000,0.40000,0.60000,3.483,0.09318,0.534,0.356,0.907,2.289,framework,0.973,1.016,4.349,1.617,0,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
F568-1,12,13.230,418.388,98.116,1.615,0.01899,0.143,0.020,0.244,1.00000,1.00000,1.00000,30.060,0.28128,2.628,6.904,4.241,0.25000,0.33333,0.75000,8.312,0.33763,0.811,0.718,1.933,2.484,framework,0.990,1.000,1.000,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
F568-3,18,17.980,679.506,92.604,1.629,0.04889,0.194,0.037,0.496,1.00000,1.00000,1.00000,7.985,0.26019,1.668,2.781,5.428,0.55556,0.94444,0.94444,12.568,0.31396,1.940,3.984,4.786,1.474,framework,0.952,0.998,4.600,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
F568-V1,15,17.630,104.873,62.110,0.879,0.01138,0.086,0.007,0.234,1.00000,1.00000,1.00000,25.829,0.25726,3.066,9.400,5.977,0.40000,0.66667,0.73333,10.059,0.27257,0.670,0.481,1.442,2.980,framework,0.961,0.982,2.075,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
F571-8,13,15.550,263.576,85.794,2.860,0.08512,0.517,0.267,1.096,0.92308,1.00000,1.00000,27.935,0.63227,6.369,40.569,9.294,0.07692,0.15385,0.23077,6.900,0.41073,1.308,1.853,2.611,5.852,framework,0.992,1.000,0.782,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
F571-V1,7,13.590,103.450,43.016,1.123,0.01355,0.186,0.035,0.399,1.00000,1.00000,1.00000,6.313,0.13464,0.885,0.783,1.228,0.71429,1.00000,1.00000,4.166,0.11951,0.471,0.259,0.991,0.699,framework,0.990,1.000,1.000,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
F574-1,14,12.600,104.522,48.365,0.967,0.01147,0.205,0.042,0.453,1.00000,1.00000,1.00000,8.826,0.14034,1.875,3.517,3.193,0.28571,0.64286,0.92857,5.117,0.23380,1.120,1.351,2.941,1.670,framework,0.968,1.000,3.200,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
F574-2,5,10.830,102.700,24.516,0.428,0.01560,0.052,0.003,0.101,1.00000,1.00000,1.00000,38.698,1.37100,4.700,22.091,6.445,0.00000,0.00000,0.40000,3.603,0.23680,0.383,0.183,0.631,4.648,framework,0.917,1.035,11.800,3.500,0,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
F579-V1,14,15.160,260.779,82.030,3.191,0.06995,0.344,0.118,0.966,1.00000,1.00000,1.00000,18.495,0.21739,1.867,3.486,3.548,0.42857,0.71429,0.78571,11.805,0.12192,1.195,1.538,2.152,1.523,framework,0.990,1.001,1.106,0.106,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
F583-1,25,16.260,347.861,69.688,2.417,0.15885,0.332,0.110,0.768,1.00000,1.00000,1.00000,10.324,0.31883,1.910,3.649,4.688,0.48000,0.76000,0.88000,6.202,0.38144,1.118,1.301,2.797,1.578,framework,0.990,1.000,1.000,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
F583-4,12,7.290,104.668,36.348,0.967,0.02193,0.231,0.054,0.611,1.00000,1.00000,1.00000,5.332,0.09567,1.145,1.311,1.920,0.41667,1.00000,1.00000,2.610,0.16958,0.549,0.329,1.221,0.913,framework,0.976,1.000,2.358,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
IC2574,34,10.230,283.439,43.372,2.134,0.09423,2.908,8.456,15.423,0.61765,0.85294,0.91176,13.485,0.41397,15.441,238.410,48.985,0.05882,0.08824,0.26471,7.064,0.23539,7.909,64.441,40.174,12.533,framework,0.988,0.998,1.000,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
IC4202,32,25.900,104.754,91.620,4.264,0.02267,0.613,0.375,1.404,0.87500,1.00000,1.00000,25.621,0.48077,6.116,37.408,21.543,0.50000,0.65625,0.65625,21.496,0.25185,4.088,17.249,11.135,5.504,framework,0.999,1.000,0.111,0.000,1,1,1,1,1,0,0.021,0.100,0,0.000,0.500,0.700,0.000
KK98-251,15,3.130,103.421,21.815,0.423,0.01901,0.211,0.045,0.520,1.00000,1.00000,1.00000,10.846,0.63685,5.423,29.407,6.860,0.00000,0.00000,0.06667,4.072,0.48527,2.036,4.441,3.097,5.212,framework,0.966,1.000,3.400,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC0024,29,11.270,104.955,54.965,1.889,0.05638,0.279,0.078,0.659,1.00000,1.00000,1.00000,20.930,0.23942,3.234,10.461,7.715,0.13793,0.13793,0.65517,16.557,0.24325,2.198,5.004,3.405,2.955,framework,0.953,1.003,5.095,0.348,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC0055,21,13.500,104.748,44.473,0.875,0.01493,0.304,0.093,0.659,1.00000,1.00000,1.00000,17.390,0.27629,7.150,51.127,19.272,0.00000,0.00000,0.14286,3.706,0.08576,1.738,3.172,5.435,6.846,framework,0.997,1.014,1.742,1.442,0,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC0100,21,9.620,103.285,43.694,1.020,0.02518,0.211,0.045,0.381,1.00000,1.00000,1.00000,6.002,0.30706,1.367,1.869,2.807,0.66667,0.76190,1.00000,4.665,0.40157,1.020,1.092,2.902,1.156,framework,0.990,1.000,1.000,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC0247,26,14.540,104.450,48.329,0.716,0.01018,0.457,0.209,1.927,0.96154,1.00000,1.00000,5.404,0.06505,2.088,4.359,5.623,0.61538,0.73077,0.84615,2.807,0.04669,1.721,3.080,6.895,1.631,framework,0.990,1.000,1.000,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC0289,28,71.120,140.500,91.829,9.123,0.05380,0.939,0.882,2.339,0.71429,0.96429,1.00000,23.447,0.14058,3.408,11.615,8.078,0.21429,0.39286,0.57143,41.883,0.23914,4.405,20.124,11.575,2.469,framework,1.024,1.000,0.000,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC0300,25,11.800,104.306,47.756,5.881,0.06591,1.098,1.206,3.020,0.72000,0.92000,0.96000,5.664,0.07410,1.551,2.406,5.137,0.64000,0.88000,0.92000,3.802,0.06043,0.831,0.720,2.136,0.453,newtonian,0.870,1.000,13.030,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC0801,13,59.820,238.880,125.808,8.747,0.04419,1.492,2.225,4.352,0.61538,0.92308,0.92308,34.998,0.16590,9.321,86.877,19.139,0.00000,0.00000,0.07692,56.569,0.26793,10.177,112.199,16.679,7.829,framework,0.996,1.010,1.400,1.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC0891,18,17.110,271.019,125.925,3.797,0.01747,1.023,1.047,2.298,0.72222,0.94444,1.00000,29.286,0.14028,5.852,34.246,10.431,0.05556,0.05556,0.11111,39.542,0.17870,7.065,52.850,11.860,4.829,framework,0.982,1.000,1.800,0.000,1,1,1,1,1,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC1003,36,30.240,104.768,54.138,1.531,0.01555,0.602,0.362,1.711,0.91667,1.00000,1.00000,8.100,0.10156,3.616,13.078,9.242,0.30556,0.47222,0.58333,8.419,0.09023,3.233,10.748,7.683,3.015,framework,0.996,1.011,1.500,1.100,0,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC1090,24,30.090,104.910,68.517,4.078,0.03442,0.914,0.836,2.668,0.83333,0.91667,1.00000,18.291,0.26265,6.651,44.229,12.092,0.16667,0.20833,0.37500,19.310,0.19554,4.198,18.392,7.454,5.736,framework,0.979,0.994,1.500,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC1705,14,6.000,104.452,47.056,1.430,0.02138,0.245,0.060,0.601,1.00000,1.00000,1.00000,17.057,0.24892,3.814,14.545,6.382,0.00000,0.21429,0.42857,11.259,0.16329,1.948,4.086,3.404,3.569,framework,0.960,1.023,6.288,2.261,0,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC2366,26,6.060,104.562,33.084,0.751,0.02826,0.328,0.108,0.787,1.00000,1.00000,1.00000,11.339,0.39005,5.036,25.357,8.402,0.00000,0.03846,0.19231,4.001,0.36286,1.984,4.093,4.928,4.707,framework,0.991,1.004,1.253,0.389,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC2403,73,20.870,919.969,154.896,6.008,0.11087,4.805,23.091,17.934,0.46575,0.65753,0.75342,6.411,0.05654,8.697,75.638,40.068,0.16438,0.42466,0.60274,17.982,0.17073,15.233,235.266,61.421,3.892,framework,0.988,1.002,1.447,0.215,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC2683,11,34.620,574.140,178.979,11.555,0.06518,1.713,2.934,3.874,0.45455,0.81818,0.81818,14.215,0.08987,1.462,2.138,2.714,0.27273,0.90909,1.00000,54.038,0.32546,6.618,48.178,12.532,-0.251,mond,0.982,1.000,1.800,0.000,1,1,1,1,1,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC2841,50,63.640,2031.308,321.721,8.585,0.02934,1.576,2.485,5.034,0.52000,0.84000,0.94000,55.508,0.18173,9.288,86.272,16.004,0.00000,0.00000,0.04000,99.938,0.32117,13.060,174.053,26.555,7.712,framework,0.998,1.008,1.000,0.800,1,1,1,1,1,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC2903,34,24.960,368.421,147.587,6.894,0.05839,1.937,3.753,4.699,0.32353,0.61765,0.91176,23.584,0.44372,3.550,12.604,12.137,0.29412,0.61765,0.67647,44.247,0.25094,13.610,190.847,25.827,1.613,framework,0.996,1.038,4.200,3.800,0,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC2915,30,10.040,104.005,45.388,1.940,0.04396,0.248,0.062,0.591,1.00000,1.00000,1.00000,20.625,0.46796,2.758,7.607,4.091,0.10000,0.20000,0.60000,8.308,0.19623,1.018,1.071,2.517,2.510,framework,0.953,1.023,7.074,2.343,0,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC2955,24,35.430,1372.062,362.774,10.419,0.04608,1.915,3.667,6.536,0.54167,0.83333,0.91667,20.768,0.08686,2.821,7.958,5.931,0.41667,0.58333,0.66667,73.623,0.29884,7.876,64.735,15.309,0.906,framework,0.974,1.032,5.800,3.200,0,1,1,1,1,0,0.021,0.100,0,0.000,0.500,0.700,0.000
NGC2976,27,2.270,635.827,67.451,2.265,0.09320,0.731,0.534,1.607,0.88889,1.00000,1.00000,5.419,0.33570,1.743,3.039,3.007,0.33333,0.62963,0.96296,10.897,0.47506,2.954,9.065,5.506,1.013,framework,0.962,1.000,3.800,0.000,1,1,1,1,0,0,0.021,0.100,0,0.000,0.500,0.700,0.000
